PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF PLAY,OFF STR,PLAY DIR,QTR,TD_SCORED,SAFETY,FUMBLE,INTERCEPTION,TURNOVER,RB,TE,WR
75,o,2,13,2.0,-20,1.0,3,0,--,1,1,3,0,0,0,0,0,1,0,4
76,o,3,13,2.0,-20,0.0,8,-10,--,0,0,3,0,0,0,0,0,1,0,4
77,o,3,23,2.0,-10,1.0,3,0,--,1,1,3,0,0,0,0,0,1,0,4
82,o,1,10,1.0,-20,0.0,0,-2,--,2,1,3,0,0,0,0,0,1,0,4
83,o,2,12,1.0,-18,0.0,0,2,--,0,0,3,0,0,0,0,0,2,1,2
84,o,3,10,1.0,-20,0.0,0,5,--,1,0,3,0,0,0,0,0,2,0,3
90,o,1,10,2.0,-5,0.0,10,--,--,2,1,4,1,0,0,0,0,1,0,4
93,o,1,10,1.0,-30,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
94,o,2,10,0.0,-30,1.0,3,-2,--,1,1,4,0,0,0,0,0,1,0,4
95,o,3,12,2.0,-28,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
103,o,2,10,2.0,-48,0.0,0,0,--,2,1,4,0,0,0,0,0,1,0,4
17,o,1,10,0.0,-40,0.0,0,-1,--,1,1,1,0,0,0,0,0,1,0,4
18,o,2,11,0.0,-39,0.0,0,14,--,0,0,1,0,0,0,0,0,1,0,4
19,o,1,10,0.0,47,1.0,2,0,--,1,1,1,0,0,0,0,0,1,0,4
20,o,2,10,0.0,47,1.0,3,13,--,2,1,1,0,0,0,0,0,1,0,4
21,o,1,10,1.0,34,0.0,0,-7,--,--,0,1,0,0,0,0,0,0,0,0
22,o,2,17,0.0,41,1.0,2,0,--,--,1,1,0,0,0,0,0,0,0,0
23,o,3,17,0.0,41,0.0,0,8,--,1,1,1,0,0,0,0,0,1,1,3
24,o,4,9,1.0,33,1.0,3,22,--,0,0,1,0,0,0,0,0,1,1,3
25,o,1,10,2.0,11,0.0,0,8,--,0,0,1,0,0,0,0,0,1,2,2
26,o,2,2,0.0,3,0.0,0,3,--,--,0,1,1,0,0,0,0,0,0,0
31,o,1,10,1.0,-20,1.0,2,0,--,0,0,1,0,0,0,0,0,1,1,3
32,o,2,10,1.0,-20,0.0,0,13,--,2,0,1,0,0,0,0,0,1,0,4
33,o,1,10,0.0,-33,0.0,0,21,--,0,0,1,0,0,0,0,0,1,0,4
34,o,1,10,0.0,46,0.0,0,0,--,0,1,1,0,0,0,0,0,1,0,4
35,o,2,10,0.0,46,0.0,0,4,--,0,1,1,0,0,0,0,0,1,0,4
36,o,3,6,1.0,42,0.0,0,8,--,0,0,1,0,0,0,0,0,0,0,0
37,o,1,10,0.0,34,1.0,3,2,--,2,1,1,0,0,0,0,0,1,0,4
38,o,2,8,1.0,32,0.0,0,16,--,2,1,1,0,0,0,0,0,1,0,4
39,o,1,10,1.0,16,0.0,0,1,--,0,1,1,0,0,0,0,0,1,0,4
40,o,2,9,1.0,15,0.0,0,3,--,--,0,1,0,0,0,0,0,0,0,0
41,o,3,6,1.0,12,0.0,0,12,--,1,1,2,1,0,0,0,0,1,2,2
53,o,1,10,0.0,-12,0.0,0,12,--,1,0,2,0,0,0,0,0,1,0,4
54,o,1,10,0.0,-24,0.0,0,0,--,1,1,2,0,0,0,0,0,1,0,4
56,o,2,10,0.0,-24,0.0,0,17,--,2,0,2,0,0,0,0,0,1,0,4
57,o,1,10,0.0,-41,1.0,3,3,--,2,1,2,0,0,0,0,0,1,0,4
58,o,2,7,1.0,-44,1.0,3,8,--,2,0,2,0,0,0,0,0,1,0,4
60,o,2,9,2.0,47,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
61,o,3,9,0.0,47,1.0,2,0,--,--,1,2,0,0,0,0,0,0,0,0
74,o,1,10,2.0,-31,0.0,0,15,--,0,0,2,0,0,0,0,0,1,2,2
75,o,1,10,0.0,-46,0.0,0,10,--,2,1,2,0,0,0,0,0,1,0,4
76,o,1,10,0.0,44,0.0,0,0,--,--,0,2,0,0,0,0,0,0,0,0
77,o,2,10,0.0,44,1.0,2,0,--,1,1,2,0,0,0,0,0,1,0,4
78,o,3,10,2.0,44,1.0,2,0,--,1,1,2,0,0,0,0,0,1,0,4
79,o,4,10,1.0,44,0.0,6,0,--,--,1,2,0,0,1,0,1,0,0,0
84,o,1,10,1.0,-39,0.0,0,0,--,0,1,2,0,0,0,0,0,0,0,5
85,o,2,10,1.0,-39,0.0,0,13,--,--,0,2,0,0,0,0,0,0,0,0
87,o,1,10,2.0,-35,0.0,0,50,--,1,0,3,0,0,0,0,0,2,0,3
88,o,1,10,0.0,15,0.0,0,0,--,0,0,3,0,0,0,0,0,1,0,4
89,o,2,10,0.0,15,0.0,0,-1,--,1,1,3,0,0,0,0,0,1,0,4
90,o,3,11,0.0,16,1.0,2,0,--,1,1,3,0,0,0,0,0,1,1,3
91,o,4,11,0.0,16,1.0,3,16,--,0,1,3,1,0,0,0,0,1,1,3
98,o,1,10,0.0,-35,0.0,0,1,--,2,0,3,0,0,0,0,0,1,0,4
99,o,2,9,0.0,-36,1.0,6,0,--,2,1,3,0,0,1,0,1,1,0,4
106,o,1,10,1.0,-27,0.0,0,16,--,1,0,3,0,0,0,0,0,2,0,3
109,o,2,6,0.0,-43,0.0,0,15,--,--,0,3,0,0,0,0,0,0,0,0
110,o,1,10,0.0,42,1.0,3,3,--,0,1,3,0,0,0,0,0,1,0,4
111,o,2,7,1.0,39,0.0,8,1,--,0,1,3,0,0,0,0,0,1,0,4
112,o,2,6,2.0,38,0.0,0,3,--,0,0,3,0,0,0,0,0,2,2,2
113,o,3,3,0.0,35,0.0,0,-2,--,2,0,3,0,0,0,0,0,1,0,4
114,o,4,5,0.0,37,1.0,3,12,--,--,1,3,0,0,0,0,0,0,0,0
115,o,1,10,0.0,25,0.0,0,1,--,1,1,3,0,0,0,0,0,1,2,2
116,o,2,9,2.0,24,1.0,5,0,--,0,0,3,0,0,0,1,1,1,1,3
121,o,1,10,0.0,50,0.0,0,1,--,2,1,3,0,0,0,0,0,1,0,4
122,o,2,9,1.0,49,0.0,0,-6,--,2,0,3,0,0,0,0,0,1,0,4
123,o,3,15,0.0,-45,0.0,0,0,--,1,1,4,0,0,0,0,0,1,0,4
126,o,1,10,1.0,10,0.0,0,4,--,2,1,4,0,0,0,0,0,1,0,4
127,o,2,6,1.0,6,0.0,0,6,--,2,0,4,1,0,0,0,0,1,0,4
138,o,1,10,1.0,-30,1.0,3,20,--,2,0,4,0,0,0,0,0,1,0,4
139,o,1,10,0.0,50,0.0,0,-2,--,2,1,4,0,0,0,0,0,1,0,4
148,o,1,10,0.0,-10,0.0,0,7,--,0,1,4,0,0,0,0,0,2,0,3
149,o,2,3,0.0,-17,0.0,0,9,--,--,1,4,0,0,0,0,0,0,0,0
150,o,1,10,2.0,-26,0.0,0,5,--,0,1,4,0,0,0,0,0,1,0,4
151,o,2,5,1.0,-31,0.0,0,11,--,0,1,4,0,0,0,0,0,1,0,4
152,o,1,10,1.0,-42,0.0,0,7,--,1,1,4,0,0,0,0,0,2,1,2
153,o,2,3,1.0,-49,0.0,0,47,--,1,1,4,0,0,0,0,0,2,0,3
154,o,1,4,1.0,4,0.0,0,2,--,1,1,4,0,0,0,0,0,2,0,3
155,o,2,2,1.0,2,0.0,0,-7,--,--,0,4,0,0,0,0,0,0,0,0
156,o,3,9,0.0,9,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
158,o,4,9,0.0,9,1.0,3,9,--,--,0,4,1,0,0,0,0,0,0,0
174,o,1,10,0.0,-17,0.0,0,-2,--,--,--,4,0,0,0,0,0,0,0,0
2,o,1,10,1.0,-38,0.0,0,2,0,2,1,1,0,0,0,0,0,1,0,4
3,o,2,8,1.0,-40,1.0,3,36,11,2,0,1,0,0,0,0,0,1,0,4
4,o,1,10,0.0,24,0.0,0,11,1,2,0,1,0,0,0,0,0,1,0,4
5,o,1,10,0.0,13,0.0,0,6,3,1,1,1,0,0,0,0,0,1,0,4
6,o,2,4,1.0,7,0.0,0,2,0,0,0,1,0,0,0,0,0,1,0,4
7,o,3,2,1.0,5,0.0,0,3,11,0,0,1,0,0,0,0,0,1,0,4
8,o,1,2,1.0,2,1.0,2,0,8,0,0,1,0,0,0,0,0,1,0,4
9,o,2,2,1.0,2,,8,1,--,1,--,1,0,0,0,0,0,0,0,5
10,o,2,1,2.0,1,0.0,0,1,7,0,1,1,1,0,0,0,0,2,1,2
17,o,1,10,0.0,-32,0.0,8,-10,1,2,1,1,0,0,0,0,0,1,0,4
18,o,1,20,0.0,-22,1.0,2,0,4,1,1,1,0,0,0,0,0,1,0,4
19,o,2,20,0.0,-22,1.0,3,0,11,0,0,1,0,0,0,0,0,1,0,4
21,o,3,25,0.0,-17,1.0,2,0,11,1,1,1,0,0,0,0,0,1,0,4
29,o,1,10,0.0,-35,0.0,0,4,--,2,0,1,0,0,0,0,0,1,0,4
30,o,2,6,0.0,-39,0.0,0,0,--,2,0,1,0,0,0,0,0,1,0,4
31,o,3,6,0.0,-39,0.0,0,6,--,1,1,1,0,0,0,0,0,1,0,4
32,o,1,10,1.0,-45,0.0,0,0,--,0,0,1,0,0,0,0,0,1,0,4
33,o,2,10,0.0,-45,0.0,0,-3,--,1,1,1,0,0,0,0,0,2,0,3
34,o,3,13,2.0,-42,0.0,0,2,--,1,0,1,0,0,0,0,0,1,0,4
48,o,1,10,1.0,-40,0.0,0,5,--,2,1,2,0,0,0,0,0,1,0,4
49,o,2,5,1.0,-45,0.0,0,2,--,2,1,2,0,0,0,0,0,1,0,4
50,o,3,3,1.0,-47,0.0,0,4,--,1,0,2,0,0,0,0,0,1,0,4
51,o,1,10,0.0,49,1.0,3,25,--,2,1,2,0,0,0,0,0,1,0,4
52,o,1,10,1.0,24,0.0,0,10,--,1,0,2,0,0,0,0,0,2,0,3
53,o,1,10,2.0,14,0.0,0,10,--,1,1,2,0,0,0,0,0,1,0,4
54,o,1,4,1.0,4,0.0,0,3,--,0,1,2,0,0,0,0,0,0,0,5
55,o,2,1,1.0,1,0.0,0,1,--,0,1,2,1,0,0,0,0,2,1,2
68,o,1,10,0.0,25,1.0,3,25,--,1,0,2,1,0,0,0,0,1,0,4
72,o,1,10,1.0,48,0.0,0,1,--,1,0,2,0,0,0,0,0,1,0,4
73,o,2,9,1.0,47,0.0,0,0,--,0,0,2,0,0,0,0,0,1,0,4
77,o,1,10,0.0,-41,0.0,0,17,--,1,1,2,0,0,0,0,0,0,0,5
78,o,1,10,1.0,42,0.0,0,-8,--,0,0,2,0,0,0,0,0,0,0,5
79,o,2,18,0.0,50,1.0,3,34,--,0,1,2,0,0,0,0,0,0,0,5
80,o,1,10,2.0,16,1.0,3,16,--,1,0,2,1,0,0,0,0,1,0,4
93,o,1,10,0.0,-17,0.0,0,10,--,0,1,3,0,0,0,0,0,2,0,3
94,o,1,10,2.0,-27,1.0,8,-6,--,1,1,3,0,0,0,0,0,1,0,4
95,o,1,16,1.0,-21,1.0,3,4,--,0,1,3,0,0,0,0,0,1,0,4
96,o,2,12,1.0,-25,0.0,0,10,--,0,0,3,0,0,0,0,0,1,0,4
97,o,3,2,0.0,-35,0.0,0,15,--,1,1,3,0,0,0,0,0,2,0,3
98,o,1,10,1.0,50,0.0,0,1,--,1,0,3,0,0,0,0,0,2,0,3
99,o,2,9,2.0,49,0.0,0,6,--,0,1,3,0,0,0,0,0,1,0,4
100,o,3,3,2.0,43,0.0,0,7,--,--,1,3,0,0,0,0,0,0,0,0
101,o,1,10,1.0,36,0.0,0,1,--,0,0,3,0,0,0,0,0,1,0,4
102,o,2,9,1.0,35,0.0,0,15,--,2,0,3,0,0,0,0,0,1,0,4
103,o,1,10,0.0,20,0.0,0,20,--,2,0,3,1,0,0,0,0,1,0,4
108,o,1,10,1.0,-47,0.0,0,2,--,1,0,3,0,0,0,0,0,0,0,5
109,o,2,8,0.0,-49,,8,-3,--,0,--,3,0,0,0,0,0,0,0,5
110,o,2,11,0.0,-46,0.0,0,5,--,--,1,3,0,0,0,0,0,0,0,0
111,o,3,6,1.0,49,0.0,0,9,--,1,1,3,0,0,0,0,0,0,0,5
112,o,1,10,1.0,40,0.0,0,-3,--,1,1,3,0,0,0,0,0,2,0,3
113,o,2,13,1.0,43,0.0,0,-1,--,0,0,3,0,0,0,0,0,1,0,4
114,o,3,14,0.0,44,1.0,3,4,--,1,1,3,0,0,0,0,0,1,0,4
124,o,1,10,1.0,-46,1.0,6,0,--,0,1,3,0,0,1,0,1,2,0,3
140,o,1,10,0.0,-29,0.0,0,4,--,2,0,4,0,0,0,0,0,1,0,4
141,o,2,6,0.0,-33,0.0,0,1,--,0,1,4,0,0,0,0,0,2,0,3
142,o,3,5,1.0,-34,0.0,0,-7,--,2,0,4,0,0,0,0,0,1,0,4
148,o,1,10,1.0,-35,0.0,0,-2,--,0,0,4,0,0,0,0,0,1,0,4
149,o,2,12,0.0,-33,1.0,2,0,--,1,0,4,0,0,0,0,0,1,0,4
150,o,3,12,0.0,-33,1.0,3,13,--,1,0,4,0,0,0,0,0,1,0,4
151,o,1,10,0.0,-46,0.0,0,3,--,1,1,4,0,0,0,0,0,1,0,4
152,o,2,7,0.0,-49,1.0,8,-6,--,0,1,4,0,0,0,0,0,1,1,3
153,o,2,13,0.0,-43,0.0,0,6,--,1,0,4,0,0,0,0,0,1,0,4
154,o,3,7,0.0,-49,0.0,0,2,--,1,1,4,0,0,0,0,0,1,0,4
161,o,1,10,1.0,35,0.0,0,-5,--,2,1,4,0,0,0,0,0,1,2,2
162,o,2,5,1.0,40,0.0,0,0,--,2,1,4,0,0,0,0,0,1,2,2
15,o,1,10,1.0,-2,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
16,o,2,10,1.0,-2,0.0,0,3,--,--,1,1,0,0,0,0,0,0,0,0
17,o,2,7,1.0,-21,0.0,0,14,--,1,1,1,0,0,0,0,0,1,0,4
18,o,1,10,1.0,-35,0.0,0,3,--,1,1,1,0,0,0,0,0,1,0,4
19,o,2,7,1.0,-38,0.0,0,4,--,0,1,1,0,0,0,0,0,2,1,2
20,o,3,3,1.0,-42,0.0,0,-1,--,2,0,1,0,0,0,0,0,1,0,4
27,o,1,10,1.0,-36,0.0,0,10,--,0,1,2,0,0,0,0,0,1,0,4
28,o,1,10,1.0,-46,0.0,0,3,--,1,0,2,0,0,0,0,0,1,0,4
29,o,2,7,2.0,-49,0.0,0,-15,--,2,0,2,0,0,0,0,0,1,0,4
30,o,2,22,0.0,-34,0.0,0,5,--,1,0,2,0,0,0,0,0,1,0,4
31,o,3,17,0.0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
39,o,1,10,1.0,--,,--,--,--,--,--,2,0,0,0,0,0,0,0,0
40,o,1,10,1.0,-39,0.0,0,-4,--,0,0,2,0,0,0,0,0,1,0,4
41,o,2,14,2.0,-35,1.0,3,12,--,0,0,2,0,0,0,0,0,1,0,4
42,o,3,2,0.0,-47,0.0,0,3,--,--,1,2,0,0,0,0,0,0,0,0
43,o,1,10,2.0,50,0.0,0,-1,--,0,1,2,0,0,0,0,0,1,0,4
44,o,2,11,1.0,-49,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
45,o,2,11,1.0,-49,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
46,o,3,11,1.0,-49,1.0,6,0,--,2,0,2,0,0,1,0,1,1,0,4
59,o,1,10,2.0,-25,1.0,1,0,--,1,1,2,0,0,0,0,0,1,0,4
65,o,1,10,0.0,-28,1.0,3,4,--,1,1,3,0,0,0,0,0,1,0,4
66,o,2,6,1.0,-32,0.0,0,15,--,1,1,3,0,0,0,0,0,1,0,4
67,o,1,10,1.0,-47,0.0,8,-11,--,--,0,3,0,0,0,0,0,0,0,0
68,o,1,21,1.0,-36,,8,-5,--,2,--,3,0,0,0,0,0,1,0,4
69,o,1,26,1.0,-31,1.0,3,12,--,2,0,3,0,0,0,0,0,1,0,4
70,o,2,14,2.0,-43,1.0,2,0,--,0,1,3,0,0,0,0,0,1,0,4
71,o,3,14,2.0,-43,1.0,2,0,--,0,0,3,0,0,0,0,0,1,1,3
77,o,1,10,1.0,-45,0.0,0,3,--,0,1,3,0,0,0,0,0,2,1,2
78,o,2,7,1.0,-48,0.0,0,3,--,0,1,3,0,0,0,0,0,1,0,4
79,o,3,4,1.0,49,0.0,0,-3,--,0,0,3,0,0,0,0,0,2,1,2
80,o,4,7,0.0,-48,1.0,3,14,--,2,0,3,0,0,0,0,0,1,0,4
81,o,1,10,0.0,38,0.0,0,9,--,2,1,3,0,0,0,0,0,1,0,4
82,o,2,1,1.0,29,1.0,3,5,--,2,0,3,0,0,0,0,0,1,0,4
84,o,1,10,1.0,24,1.0,5,--,--,--,1,3,0,0,0,1,1,0,0,0
97,o,1,10,1.0,-20,0.0,0,5,--,0,1,4,0,0,0,0,0,1,0,4
98,o,2,5,1.0,-25,0.0,0,6,--,1,0,4,0,0,0,0,0,1,0,4
99,o,1,10,1.0,-31,0.0,0,1,--,1,0,4,0,0,0,0,0,1,0,4
100,o,2,9,2.0,-32,1.0,5,--,--,0,0,4,0,0,0,1,1,1,1,3
110,o,1,10,0.0,-40,0.0,0,0,--,2,0,4,0,0,0,0,0,1,0,4
11,o,1,10,2.0,-15,0.0,0,0,--,2,0,1,0,0,0,0,0,1,0,4
12,o,2,10,2.0,-15,0.0,0,-1,--,0,1,1,0,0,0,0,0,1,0,4
13,o,3,11,2.0,-14,0.0,0,-11,--,0,1,1,0,0,0,0,0,1,1,3
19,o,1,10,1.0,-24,0.0,0,-4,--,2,0,1,0,0,0,0,0,1,0,4
20,o,2,14,0.0,-20,0.0,0,-7,--,2,1,1,0,0,0,0,0,1,0,4
21,o,3,21,2.0,-13,1.0,3,1,--,2,1,1,0,0,0,0,0,1,0,4
33,o,1,10,1.0,-27,0.0,0,5,--,2,0,1,0,0,0,0,0,1,0,4
34,o,2,5,0.0,-32,0.0,0,4,--,2,0,2,0,0,0,0,0,1,0,4
35,o,3,1,0.0,-36,0.0,0,18,--,2,0,2,0,0,0,0,0,1,0,4
36,o,1,10,0.0,46,0.0,0,5,--,2,0,2,0,0,0,0,0,1,0,4
37,o,2,5,0.0,41,0.0,0,2,--,0,0,2,0,0,0,0,0,1,0,4
38,o,3,3,0.0,39,0.0,0,-5,--,2,1,2,0,0,0,0,0,1,0,4
45,o,1,10,0.0,-31,0.0,0,0,--,1,0,2,0,0,0,0,0,1,0,4
46,o,2,10,0.0,-31,1.0,3,11,--,2,1,2,0,0,0,0,0,1,0,4
48,o,1,10,1.0,-42,0.0,0,0,--,1,0,2,0,0,0,0,0,1,0,4
49,o,2,10,0.0,-42,0.0,0,3,--,2,0,2,0,0,0,0,0,1,0,4
50,o,3,7,0.0,-45,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
62,o,1,10,1.0,-20,0.0,6,0,--,1,0,2,0,0,1,0,1,1,0,4
66,o,1,10,0.0,-49,1.0,3,4,--,2,0,2,0,0,0,0,0,1,0,4
67,o,2,6,0.0,47,1.0,9,10,--,2,0,2,0,0,0,0,0,1,0,4
68,o,1,10,0.0,37,1.0,3,29,--,2,0,2,0,0,0,0,0,1,0,4
69,o,1,8,0.0,8,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
70,o,2,8,0.0,8,1.0,3,8,--,2,0,2,1,0,0,0,0,1,0,4
76,o,1,10,2.0,-21,0.0,0,-3,--,2,0,3,0,0,0,0,0,1,0,4
77,o,2,13,0.0,-18,1.0,2,0,--,--,1,3,0,0,0,0,0,0,0,0
78,o,3,13,0.0,-18,1.0,2,0,--,2,0,3,0,0,0,0,0,1,0,4
83,o,1,10,0.0,-40,0.0,0,-1,--,2,0,3,0,0,0,0,0,1,0,4
84,o,2,11,0.0,-39,0.0,0,2,--,2,0,3,0,0,0,0,0,1,0,4
85,o,3,9,0.0,-41,1.0,9,5,--,1,0,3,0,0,0,0,0,1,1,3
86,o,4,4,0.0,-46,1.0,2,0,--,2,0,3,0,0,0,0,0,1,0,4
92,o,1,10,0.0,-16,0.0,0,1,--,1,0,3,0,0,0,0,0,1,0,4
93,o,2,9,0.0,-17,1.0,9,1,--,2,0,3,0,0,0,0,0,1,0,4
94,o,3,8,0.0,-18,1.0,1,-2,--,1,0,3,0,0,0,0,0,1,1,3
100,o,1,10,0.0,50,0.0,0,2,--,1,1,4,0,0,0,0,0,1,0,4
102,o,2,8,1.0,48,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
103,o,3,8,1.0,48,,8,5,--,2,--,4,0,0,0,0,0,1,0,4
104,o,3,3,1.0,43,1.0,2,0,--,2,1,4,0,0,0,0,0,1,0,4
112,o,1,10,0.0,44,0.0,0,7,--,2,1,4,0,0,0,0,0,1,0,4
113,o,2,3,1.0,37,0.0,0,0,--,2,0,4,0,0,0,0,0,1,0,4
114,o,3,3,1.0,37,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
115,o,4,7,1.0,37,1.0,8,5,--,0,1,4,0,0,0,0,0,1,0,4
116,o,1,10,1.0,32,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
117,o,2,10,1.0,32,1.0,3,0,--,2,1,4,0,0,0,0,0,1,0,4
2,o,1,10,0.0,-25,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,4
3,o,2,10,0.0,-25,1.0,2,0,11,0,0,1,0,0,0,0,0,1,0,4
4,o,3,10,0.0,-25,1.0,2,0,11,1,1,1,0,0,0,0,0,1,0,4
18,o,1,10,0.0,-25,0.0,0,-6,--,2,1,1,0,0,0,0,0,1,0,4
19,o,2,16,1.0,-19,0.0,0,8,--,--,1,1,0,0,0,0,0,0,0,0
20,o,3,8,1.0,-27,0.0,0,1,--,2,1,1,0,0,0,0,0,1,0,4
30,o,1,10,1.0,-30,1.0,3,3,--,1,1,1,0,0,0,0,0,1,0,4
31,o,2,7,1.0,-33,1.0,3,10,--,0,1,1,0,0,0,0,0,1,0,4
32,o,1,10,1.0,-43,0.0,0,-3,--,2,0,1,0,0,0,0,0,1,0,4
33,o,2,13,1.0,-40,1.0,5,--,--,2,1,1,0,0,0,1,1,1,0,4
40,o,1,10,1.0,50,1.0,3,5,--,2,0,1,0,0,0,0,0,1,0,4
41,o,2,5,0.0,45,0.0,0,3,--,2,0,2,0,0,0,0,0,1,0,4
42,o,3,2,0.0,42,0.0,0,-5,--,2,1,2,0,0,0,0,0,1,0,4
58,o,1,10,0.0,-42,,8,5,--,--,--,2,0,0,0,0,0,0,0,0
59,o,2,5,0.0,-47,0.0,0,13,--,1,0,2,0,0,0,0,0,1,0,4
60,o,1,10,0.0,40,0.0,0,-3,--,--,1,2,0,0,0,0,0,0,0,0
61,o,2,13,0.0,43,0.0,0,0,--,0,0,2,0,0,0,0,0,1,0,4
62,o,3,13,0.0,43,0.0,0,3,--,1,1,2,0,0,0,0,0,1,0,4
68,o,1,10,0.0,-48,1.0,2,0,--,1,1,2,0,0,0,0,0,0,0,5
69,o,2,10,0.0,-48,0.0,0,4,--,1,0,2,0,0,0,0,0,0,0,5
70,o,3,6,0.0,48,1.0,2,0,--,0,0,2,0,0,0,0,0,0,0,5
82,o,1,10,1.0,-20,0.0,0,26,--,0,0,2,0,0,0,0,0,1,0,4
83,o,1,10,0.0,-46,0.0,0,0,--,0,1,2,0,0,0,0,0,0,0,5
84,o,2,10,0.0,-46,1.0,2,0,--,0,0,2,0,0,0,0,0,0,0,5
90,o,1,10,2.0,-20,0.0,0,0,--,0,0,3,0,0,0,0,0,2,2,1
91,o,2,10,2.0,-20,0.0,0,-2,--,1,0,3,0,0,0,0,0,1,0,4
92,o,3,12,1.0,-18,0.0,0,-1,--,1,1,3,0,0,0,0,0,1,0,4
104,o,1,10,0.0,-40,0.0,0,5,--,2,0,3,0,0,0,0,0,1,0,4
105,o,2,5,0.0,-45,0.0,0,17,--,0,0,3,0,0,0,0,0,2,0,3
106,o,1,10,0.0,38,0.0,0,5,--,1,0,3,0,0,0,0,0,1,1,3
107,o,2,5,0.0,33,0.0,0,4,--,1,1,3,0,0,0,0,0,1,0,4
108,o,3,1,1.0,29,0.0,0,0,--,2,1,3,0,0,0,0,0,1,0,4
109,o,4,1,1.0,29,0.0,0,29,--,0,0,3,1,0,0,0,0,1,0,4
120,o,1,10,1.0,-25,0.0,0,9,--,0,1,4,0,0,0,0,0,1,0,4
121,o,2,1,1.0,-34,0.0,0,-1,--,0,0,4,0,0,0,0,0,1,0,4
122,o,3,2,1.0,-33,0.0,0,3,--,0,1,4,0,0,0,0,0,1,0,4
123,o,1,10,1.0,-36,0.0,0,4,--,0,0,4,0,0,0,0,0,1,0,4
124,o,2,6,2.0,-40,0.0,0,15,--,2,1,4,0,0,0,0,0,1,0,4
125,o,1,10,1.0,45,0.0,0,3,--,0,0,4,0,0,0,0,0,1,0,4
126,o,2,7,0.0,42,0.0,0,2,--,0,1,4,0,0,0,0,0,1,0,4
127,o,3,5,1.0,40,0.0,0,15,--,1,0,4,0,0,0,0,0,1,0,4
128,o,1,10,2.0,25,0.0,0,5,--,1,1,4,0,0,0,0,0,1,0,4
129,o,2,5,1.0,20,0.0,0,-2,--,0,1,4,0,0,0,0,0,1,0,4
130,o,3,7,1.0,22,1.0,3,-2,--,2,1,4,0,0,0,0,0,1,0,4
131,o,4,9,1.0,24,0.0,6,0,--,0,0,4,0,0,1,0,1,1,0,4
137,o,1,10,2.0,-42,0.0,0,-2,--,2,0,4,0,0,0,0,0,1,0,4
138,o,2,12,0.0,-40,0.0,0,0,--,0,1,4,0,0,0,0,0,1,0,4
2,o,1,10,1.0,-40,0.0,0,4,3,0,0,1,0,0,0,0,0,2,1,2
3,o,2,6,0.0,-44,0.0,0,1,3,1,1,1,0,0,0,0,0,2,1,2
4,o,3,5,2.0,-45,0.0,0,6,0,1,0,1,0,0,0,0,0,1,1,3
5,o,1,10,2.0,49,0.0,0,11,1,1,0,1,0,0,0,0,0,1,0,4
6,o,1,10,0.0,38,0.0,0,2,1,1,0,1,0,0,0,0,0,2,1,2
7,o,2,8,0.0,36,0.0,0,1,0,1,0,1,0,0,0,0,0,1,0,4
8,o,3,7,0.0,35,1.0,5,0,8,1,1,1,0,0,0,1,1,1,0,4
16,o,1,10,1.0,-41,0.0,8,-10,7,1,1,1,0,0,0,0,0,1,0,4
17,o,1,20,1.0,-31,0.0,0,4,3,2,0,1,0,0,0,0,0,1,0,4
18,o,2,16,2.0,-35,1.0,9,14,11,1,1,1,0,0,0,0,0,1,0,4
19,o,3,2,1.0,-49,0.0,0,1,7,2,1,1,0,0,0,0,0,1,0,4
25,o,1,10,0.0,-46,0.0,0,8,1,2,0,1,0,0,0,0,0,1,0,4
26,o,2,2,0.0,46,0.0,0,12,0,2,0,2,0,0,0,0,0,1,0,4
27,o,1,10,0.0,34,0.0,0,-2,3,2,1,2,0,0,0,0,0,1,0,4
28,o,2,12,1.0,36,1.0,2,0,11,0,0,2,0,0,0,0,0,1,0,4
29,o,3,12,1.0,36,1.0,9,3,11,0,1,2,0,0,0,0,0,1,0,4
35,o,1,10,1.0,37,1.0,3,7,1,2,1,2,0,0,0,0,0,1,0,4
36,o,2,3,1.0,30,0.0,8,-10,0,0,0,2,0,0,0,0,0,1,0,4
37,o,2,13,0.0,40,1.0,3,32,11,1,1,2,0,0,0,0,0,1,0,4
38,o,1,8,1.0,8,1.0,8,-5,3,2,0,2,0,0,0,0,0,1,0,4
39,o,1,13,0.0,13,1.0,5,0,8,1,1,2,0,0,0,1,1,1,0,4
43,o,1,10,1.0,14,1.0,2,0,11,0,0,2,0,0,0,0,0,1,1,3
